rubric,item_id,group,item,project,cohort,generation_rep,rating,score,item_max,score_type,state,repeat_ratings_disagree
rubric10-semantic,E10.3,Cross-Platform and Community Integration,Community Standards or Schema Conformance,AI_READI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E10.3,Cross-Platform and Community Integration,Community Standards or Schema Conformance,AI_READI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E10.3,Cross-Platform and Community Integration,Community Standards or Schema Conformance,AI_READI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E10.3,Cross-Platform and Community Integration,Community Standards or Schema Conformance,AI_READI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E10.3,Cross-Platform and Community Integration,Community Standards or Schema Conformance,CHORUS,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E10.3,Cross-Platform and Community Integration,Community Standards or Schema Conformance,CHORUS,v7,2,1,1,1,binary,scored,
rubric10-semantic,E10.3,Cross-Platform and Community Integration,Community Standards or Schema Conformance,CHORUS,v7,3,1,1,1,binary,scored,
rubric10-semantic,E10.3,Cross-Platform and Community Integration,Community Standards or Schema Conformance,CHORUS,v8,1,1,1,1,binary,scored,
rubric10-semantic,E10.3,Cross-Platform and Community Integration,Community Standards or Schema Conformance,CHORUS,v8,2,1,1,1,binary,scored,
rubric10-semantic,E10.3,Cross-Platform and Community Integration,Community Standards or Schema Conformance,CHORUS,v8,3,1,1,1,binary,scored,
rubric10-semantic,E10.3,Cross-Platform and Community Integration,Community Standards or Schema Conformance,CM4AI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E10.3,Cross-Platform and Community Integration,Community Standards or Schema Conformance,CM4AI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E10.3,Cross-Platform and Community Integration,Community Standards or Schema Conformance,CM4AI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E10.3,Cross-Platform and Community Integration,Community Standards or Schema Conformance,CM4AI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E10.3,Cross-Platform and Community Integration,Community Standards or Schema Conformance,CM4AI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E10.3,Cross-Platform and Community Integration,Community Standards or Schema Conformance,CM4AI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E10.3,Cross-Platform and Community Integration,Community Standards or Schema Conformance,VOICE,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E10.3,Cross-Platform and Community Integration,Community Standards or Schema Conformance,VOICE,v7,2,1,1,1,binary,scored,
rubric10-semantic,E10.3,Cross-Platform and Community Integration,Community Standards or Schema Conformance,VOICE,v7,3,1,1,1,binary,scored,
rubric10-semantic,E10.3,Cross-Platform and Community Integration,Community Standards or Schema Conformance,VOICE,v8,1,1,1,1,binary,scored,
rubric10-semantic,E10.3,Cross-Platform and Community Integration,Community Standards or Schema Conformance,VOICE,v8,2,1,0,1,binary,scored,
rubric10-semantic,E10.3,Cross-Platform and Community Integration,Community Standards or Schema Conformance,VOICE,v8,3,1,0,1,binary,scored,
rubric10-semantic,E10.4,Cross-Platform and Community Integration,Outreach Materials and Documentation Links,AI_READI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E10.4,Cross-Platform and Community Integration,Outreach Materials and Documentation Links,AI_READI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E10.4,Cross-Platform and Community Integration,Outreach Materials and Documentation Links,AI_READI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E10.4,Cross-Platform and Community Integration,Outreach Materials and Documentation Links,AI_READI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E10.4,Cross-Platform and Community Integration,Outreach Materials and Documentation Links,AI_READI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E10.4,Cross-Platform and Community Integration,Outreach Materials and Documentation Links,AI_READI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E10.4,Cross-Platform and Community Integration,Outreach Materials and Documentation Links,CHORUS,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E10.4,Cross-Platform and Community Integration,Outreach Materials and Documentation Links,CHORUS,v7,2,1,1,1,binary,scored,
rubric10-semantic,E10.4,Cross-Platform and Community Integration,Outreach Materials and Documentation Links,CHORUS,v7,3,1,1,1,binary,scored,
rubric10-semantic,E10.4,Cross-Platform and Community Integration,Outreach Materials and Documentation Links,CHORUS,v8,1,1,1,1,binary,scored,
rubric10-semantic,E10.4,Cross-Platform and Community Integration,Outreach Materials and Documentation Links,CHORUS,v8,2,1,1,1,binary,scored,
rubric10-semantic,E10.4,Cross-Platform and Community Integration,Outreach Materials and Documentation Links,CHORUS,v8,3,1,1,1,binary,scored,
rubric10-semantic,E10.4,Cross-Platform and Community Integration,Outreach Materials and Documentation Links,CM4AI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E10.4,Cross-Platform and Community Integration,Outreach Materials and Documentation Links,CM4AI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E10.4,Cross-Platform and Community Integration,Outreach Materials and Documentation Links,CM4AI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E10.4,Cross-Platform and Community Integration,Outreach Materials and Documentation Links,CM4AI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E10.4,Cross-Platform and Community Integration,Outreach Materials and Documentation Links,CM4AI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E10.4,Cross-Platform and Community Integration,Outreach Materials and Documentation Links,CM4AI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E10.4,Cross-Platform and Community Integration,Outreach Materials and Documentation Links,VOICE,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E10.4,Cross-Platform and Community Integration,Outreach Materials and Documentation Links,VOICE,v7,2,1,1,1,binary,scored,
rubric10-semantic,E10.4,Cross-Platform and Community Integration,Outreach Materials and Documentation Links,VOICE,v7,3,1,1,1,binary,scored,
rubric10-semantic,E10.4,Cross-Platform and Community Integration,Outreach Materials and Documentation Links,VOICE,v8,1,1,1,1,binary,scored,
rubric10-semantic,E10.4,Cross-Platform and Community Integration,Outreach Materials and Documentation Links,VOICE,v8,2,1,1,1,binary,scored,
rubric10-semantic,E10.4,Cross-Platform and Community Integration,Outreach Materials and Documentation Links,VOICE,v8,3,1,1,1,binary,scored,
rubric10-semantic,E10.5,Cross-Platform and Community Integration,Related Datasets with Typed Relationships,AI_READI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E10.5,Cross-Platform and Community Integration,Related Datasets with Typed Relationships,AI_READI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E10.5,Cross-Platform and Community Integration,Related Datasets with Typed Relationships,AI_READI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E10.5,Cross-Platform and Community Integration,Related Datasets with Typed Relationships,AI_READI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E10.5,Cross-Platform and Community Integration,Related Datasets with Typed Relationships,AI_READI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E10.5,Cross-Platform and Community Integration,Related Datasets with Typed Relationships,AI_READI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E10.5,Cross-Platform and Community Integration,Related Datasets with Typed Relationships,CHORUS,v7,1,1,0,1,binary,scored,no
rubric10-semantic,E10.5,Cross-Platform and Community Integration,Related Datasets with Typed Relationships,CHORUS,v7,2,1,0,1,binary,scored,
rubric10-semantic,E10.5,Cross-Platform and Community Integration,Related Datasets with Typed Relationships,CHORUS,v7,3,1,0,1,binary,scored,
rubric10-semantic,E10.5,Cross-Platform and Community Integration,Related Datasets with Typed Relationships,CHORUS,v8,1,1,0,1,binary,scored,
rubric10-semantic,E10.5,Cross-Platform and Community Integration,Related Datasets with Typed Relationships,CHORUS,v8,2,1,0,1,binary,scored,
rubric10-semantic,E10.5,Cross-Platform and Community Integration,Related Datasets with Typed Relationships,CHORUS,v8,3,1,0,1,binary,scored,
rubric10-semantic,E10.5,Cross-Platform and Community Integration,Related Datasets with Typed Relationships,CM4AI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E10.5,Cross-Platform and Community Integration,Related Datasets with Typed Relationships,CM4AI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E10.5,Cross-Platform and Community Integration,Related Datasets with Typed Relationships,CM4AI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E10.5,Cross-Platform and Community Integration,Related Datasets with Typed Relationships,CM4AI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E10.5,Cross-Platform and Community Integration,Related Datasets with Typed Relationships,CM4AI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E10.5,Cross-Platform and Community Integration,Related Datasets with Typed Relationships,CM4AI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E10.5,Cross-Platform and Community Integration,Related Datasets with Typed Relationships,VOICE,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E10.5,Cross-Platform and Community Integration,Related Datasets with Typed Relationships,VOICE,v7,2,1,1,1,binary,scored,
rubric10-semantic,E10.5,Cross-Platform and Community Integration,Related Datasets with Typed Relationships,VOICE,v7,3,1,1,1,binary,scored,
rubric10-semantic,E10.5,Cross-Platform and Community Integration,Related Datasets with Typed Relationships,VOICE,v8,1,1,1,1,binary,scored,
rubric10-semantic,E10.5,Cross-Platform and Community Integration,Related Datasets with Typed Relationships,VOICE,v8,2,1,1,1,binary,scored,
rubric10-semantic,E10.5,Cross-Platform and Community Integration,Related Datasets with Typed Relationships,VOICE,v8,3,1,1,1,binary,scored,
rubric20-semantic,Q1,,Field Completeness,AI_READI,v7,1,1,4,5,numeric,scored,
rubric20-semantic,Q1,,Field Completeness,AI_READI,v7,2,1,4,5,numeric,scored,
rubric20-semantic,Q1,,Field Completeness,AI_READI,v7,3,1,4,5,numeric,scored,
rubric20-semantic,Q1,,Field Completeness,AI_READI,v8,1,1,5,5,numeric,scored,
rubric20-semantic,Q1,,Field Completeness,AI_READI,v8,2,1,5,5,numeric,scored,
rubric20-semantic,Q1,,Field Completeness,AI_READI,v8,3,1,4,5,numeric,scored,
rubric20-semantic,Q1,,Field Completeness,CHORUS,v7,1,1,3,5,numeric,scored,
rubric20-semantic,Q1,,Field Completeness,CHORUS,v7,2,1,3,5,numeric,scored,
rubric20-semantic,Q1,,Field Completeness,CHORUS,v7,3,1,3,5,numeric,scored,
rubric20-semantic,Q1,,Field Completeness,CHORUS,v8,1,1,3,5,numeric,scored,
rubric20-semantic,Q1,,Field Completeness,CHORUS,v8,2,1,3,5,numeric,scored,
rubric20-semantic,Q1,,Field Completeness,CHORUS,v8,3,1,3,5,numeric,scored,
rubric20-semantic,Q1,,Field Completeness,CM4AI,v7,1,1,4,5,numeric,scored,
rubric20-semantic,Q1,,Field Completeness,CM4AI,v7,2,1,3,5,numeric,scored,
rubric20-semantic,Q1,,Field Completeness,CM4AI,v7,3,1,4,5,numeric,scored,
rubric20-semantic,Q1,,Field Completeness,CM4AI,v8,1,1,4,5,numeric,scored,
rubric20-semantic,Q1,,Field Completeness,CM4AI,v8,2,1,4,5,numeric,scored,
rubric20-semantic,Q1,,Field Completeness,CM4AI,v8,3,1,3,5,numeric,scored,
rubric20-semantic,Q1,,Field Completeness,VOICE,v7,1,1,4,5,numeric,scored,
rubric20-semantic,Q1,,Field Completeness,VOICE,v7,2,1,4,5,numeric,scored,
rubric20-semantic,Q1,,Field Completeness,VOICE,v7,3,1,4,5,numeric,scored,
rubric20-semantic,Q1,,Field Completeness,VOICE,v8,1,1,5,5,numeric,scored,
rubric20-semantic,Q1,,Field Completeness,VOICE,v8,2,1,5,5,numeric,scored,
rubric20-semantic,Q1,,Field Completeness,VOICE,v8,3,1,4,5,numeric,scored,
rubric20-semantic,Q2,,Entry Length Adequacy,AI_READI,v7,1,1,5,5,numeric,scored,
rubric20-semantic,Q2,,Entry Length Adequacy,AI_READI,v7,2,1,5,5,numeric,scored,
rubric20-semantic,Q2,,Entry Length Adequacy,AI_READI,v7,3,1,5,5,numeric,scored,
rubric20-semantic,Q2,,Entry Length Adequacy,AI_READI,v8,1,1,5,5,numeric,scored,
rubric20-semantic,Q2,,Entry Length Adequacy,AI_READI,v8,2,1,5,5,numeric,scored,
rubric20-semantic,Q2,,Entry Length Adequacy,AI_READI,v8,3,1,5,5,numeric,scored,
rubric20-semantic,Q2,,Entry Length Adequacy,CHORUS,v7,1,1,5,5,numeric,scored,
rubric20-semantic,Q2,,Entry Length Adequacy,CHORUS,v7,2,1,5,5,numeric,scored,
rubric20-semantic,Q2,,Entry Length Adequacy,CHORUS,v7,3,1,5,5,numeric,scored,
rubric20-semantic,Q2,,Entry Length Adequacy,CHORUS,v8,1,1,5,5,numeric,scored,
rubric20-semantic,Q2,,Entry Length Adequacy,CHORUS,v8,2,1,5,5,numeric,scored,
rubric20-semantic,Q2,,Entry Length Adequacy,CHORUS,v8,3,1,5,5,numeric,scored,
rubric20-semantic,Q2,,Entry Length Adequacy,CM4AI,v7,1,1,5,5,numeric,scored,
rubric20-semantic,Q2,,Entry Length Adequacy,CM4AI,v7,2,1,5,5,numeric,scored,
rubric20-semantic,Q2,,Entry Length Adequacy,CM4AI,v7,3,1,5,5,numeric,scored,
rubric20-semantic,Q2,,Entry Length Adequacy,CM4AI,v8,1,1,5,5,numeric,scored,
rubric20-semantic,Q2,,Entry Length Adequacy,CM4AI,v8,2,1,5,5,numeric,scored,
rubric20-semantic,Q2,,Entry Length Adequacy,CM4AI,v8,3,1,5,5,numeric,scored,
rubric20-semantic,Q2,,Entry Length Adequacy,VOICE,v7,1,1,5,5,numeric,scored,
rubric20-semantic,Q2,,Entry Length Adequacy,VOICE,v7,2,1,5,5,numeric,scored,
rubric20-semantic,Q2,,Entry Length Adequacy,VOICE,v7,3,1,5,5,numeric,scored,
rubric20-semantic,Q2,,Entry Length Adequacy,VOICE,v8,1,1,5,5,numeric,scored,
rubric20-semantic,Q2,,Entry Length Adequacy,VOICE,v8,2,1,5,5,numeric,scored,
rubric20-semantic,Q2,,Entry Length Adequacy,VOICE,v8,3,1,5,5,numeric,scored,
rubric20-semantic,Q3,,Keyword Diversity,AI_READI,v7,1,1,5,5,numeric,scored,
rubric20-semantic,Q3,,Keyword Diversity,AI_READI,v7,2,1,5,5,numeric,scored,
rubric20-semantic,Q3,,Keyword Diversity,AI_READI,v7,3,1,5,5,numeric,scored,
rubric20-semantic,Q3,,Keyword Diversity,AI_READI,v8,1,1,4,5,numeric,scored,
rubric20-semantic,Q3,,Keyword Diversity,AI_READI,v8,2,1,3,5,numeric,scored,
rubric20-semantic,Q3,,Keyword Diversity,AI_READI,v8,3,1,3,5,numeric,scored,
rubric20-semantic,Q3,,Keyword Diversity,CHORUS,v7,1,1,5,5,numeric,scored,
rubric20-semantic,Q3,,Keyword Diversity,CHORUS,v7,2,1,5,5,numeric,scored,
rubric20-semantic,Q3,,Keyword Diversity,CHORUS,v7,3,1,5,5,numeric,scored,
rubric20-semantic,Q3,,Keyword Diversity,CHORUS,v8,1,1,5,5,numeric,scored,
rubric20-semantic,Q3,,Keyword Diversity,CHORUS,v8,2,1,5,5,numeric,scored,
rubric20-semantic,Q3,,Keyword Diversity,CHORUS,v8,3,1,5,5,numeric,scored,
rubric20-semantic,Q3,,Keyword Diversity,CM4AI,v7,1,1,5,5,numeric,scored,
rubric20-semantic,Q3,,Keyword Diversity,CM4AI,v7,2,1,5,5,numeric,scored,
rubric20-semantic,Q3,,Keyword Diversity,CM4AI,v7,3,1,5,5,numeric,scored,
rubric20-semantic,Q3,,Keyword Diversity,CM4AI,v8,1,1,5,5,numeric,scored,
rubric20-semantic,Q3,,Keyword Diversity,CM4AI,v8,2,1,5,5,numeric,scored,
rubric20-semantic,Q3,,Keyword Diversity,CM4AI,v8,3,1,5,5,numeric,scored,
rubric20-semantic,Q3,,Keyword Diversity,VOICE,v7,1,1,3,5,numeric,scored,
rubric20-semantic,Q3,,Keyword Diversity,VOICE,v7,2,1,3,5,numeric,scored,
rubric20-semantic,Q3,,Keyword Diversity,VOICE,v7,3,1,3,5,numeric,scored,
rubric20-semantic,Q3,,Keyword Diversity,VOICE,v8,1,1,3,5,numeric,scored,
rubric20-semantic,Q3,,Keyword Diversity,VOICE,v8,2,1,3,5,numeric,scored,
rubric20-semantic,Q3,,Keyword Diversity,VOICE,v8,3,1,3,5,numeric,scored,
rubric20-semantic,Q4,,File Enumeration and Type Variety,AI_READI,v7,1,1,5,5,numeric,scored,
rubric20-semantic,Q4,,File Enumeration and Type Variety,AI_READI,v7,2,1,5,5,numeric,scored,
rubric20-semantic,Q4,,File Enumeration and Type Variety,AI_READI,v7,3,1,5,5,numeric,scored,
rubric20-semantic,Q4,,File Enumeration and Type Variety,AI_READI,v8,1,1,5,5,numeric,scored,
rubric20-semantic,Q4,,File Enumeration and Type Variety,AI_READI,v8,2,1,5,5,numeric,scored,
rubric20-semantic,Q4,,File Enumeration and Type Variety,AI_READI,v8,3,1,5,5,numeric,scored,
rubric20-semantic,Q4,,File Enumeration and Type Variety,CHORUS,v7,1,1,4,5,numeric,scored,
rubric20-semantic,Q4,,File Enumeration and Type Variety,CHORUS,v7,2,1,5,5,numeric,scored,
rubric20-semantic,Q4,,File Enumeration and Type Variety,CHORUS,v7,3,1,5,5,numeric,scored,
rubric20-semantic,Q4,,File Enumeration and Type Variety,CHORUS,v8,1,1,5,5,numeric,scored,
rubric20-semantic,Q4,,File Enumeration and Type Variety,CHORUS,v8,2,1,5,5,numeric,scored,
rubric20-semantic,Q4,,File Enumeration and Type Variety,CHORUS,v8,3,1,5,5,numeric,scored,
rubric20-semantic,Q4,,File Enumeration and Type Variety,CM4AI,v7,1,1,3,5,numeric,scored,
rubric20-semantic,Q4,,File Enumeration and Type Variety,CM4AI,v7,2,1,3,5,numeric,scored,
rubric20-semantic,Q4,,File Enumeration and Type Variety,CM4AI,v7,3,1,3,5,numeric,scored,
rubric20-semantic,Q4,,File Enumeration and Type Variety,CM4AI,v8,1,1,1,5,numeric,scored,
rubric20-semantic,Q4,,File Enumeration and Type Variety,CM4AI,v8,2,1,3,5,numeric,scored,
rubric20-semantic,Q4,,File Enumeration and Type Variety,CM4AI,v8,3,1,2,5,numeric,scored,
rubric20-semantic,Q4,,File Enumeration and Type Variety,VOICE,v7,1,1,5,5,numeric,scored,
rubric20-semantic,Q4,,File Enumeration and Type Variety,VOICE,v7,2,1,3,5,numeric,scored,
rubric20-semantic,Q4,,File Enumeration and Type Variety,VOICE,v7,3,1,5,5,numeric,scored,
rubric20-semantic,Q4,,File Enumeration and Type Variety,VOICE,v8,1,1,4,5,numeric,scored,
rubric20-semantic,Q4,,File Enumeration and Type Variety,VOICE,v8,2,1,3,5,numeric,scored,
rubric20-semantic,Q4,,File Enumeration and Type Variety,VOICE,v8,3,1,4,5,numeric,scored,
rubric20-semantic,Q5,,Data File Size Availability,AI_READI,v7,1,1,1,1,pass_fail,scored,
rubric20-semantic,Q5,,Data File Size Availability,AI_READI,v7,2,1,1,1,pass_fail,scored,
rubric20-semantic,Q5,,Data File Size Availability,AI_READI,v7,3,1,1,1,pass_fail,scored,
rubric20-semantic,Q5,,Data File Size Availability,AI_READI,v8,1,1,1,1,pass_fail,scored,
rubric20-semantic,Q5,,Data File Size Availability,AI_READI,v8,2,1,1,1,pass_fail,scored,
rubric20-semantic,Q5,,Data File Size Availability,AI_READI,v8,3,1,1,1,pass_fail,scored,
rubric20-semantic,Q5,,Data File Size Availability,CHORUS,v7,1,1,1,1,pass_fail,scored,
rubric20-semantic,Q5,,Data File Size Availability,CHORUS,v7,2,1,1,1,pass_fail,scored,
rubric20-semantic,Q5,,Data File Size Availability,CHORUS,v7,3,1,1,1,pass_fail,scored,
rubric20-semantic,Q5,,Data File Size Availability,CHORUS,v8,1,1,1,1,pass_fail,scored,
rubric20-semantic,Q5,,Data File Size Availability,CHORUS,v8,2,1,1,1,pass_fail,scored,
rubric20-semantic,Q5,,Data File Size Availability,CHORUS,v8,3,1,1,1,pass_fail,scored,
rubric20-semantic,Q5,,Data File Size Availability,CM4AI,v7,1,1,1,1,pass_fail,scored,
rubric20-semantic,Q5,,Data File Size Availability,CM4AI,v7,2,1,1,1,pass_fail,scored,
rubric20-semantic,Q5,,Data File Size Availability,CM4AI,v7,3,1,1,1,pass_fail,scored,
rubric20-semantic,Q5,,Data File Size Availability,CM4AI,v8,1,1,1,1,pass_fail,scored,
rubric20-semantic,Q5,,Data File Size Availability,CM4AI,v8,2,1,1,1,pass_fail,scored,
rubric20-semantic,Q5,,Data File Size Availability,CM4AI,v8,3,1,1,1,pass_fail,scored,
rubric20-semantic,Q5,,Data File Size Availability,VOICE,v7,1,1,1,1,pass_fail,scored,
rubric20-semantic,Q5,,Data File Size Availability,VOICE,v7,2,1,1,1,pass_fail,scored,
rubric20-semantic,Q5,,Data File Size Availability,VOICE,v7,3,1,1,1,pass_fail,scored,
rubric20-semantic,Q5,,Data File Size Availability,VOICE,v8,1,1,1,1,pass_fail,scored,
rubric20-semantic,Q5,,Data File Size Availability,VOICE,v8,2,1,1,1,pass_fail,scored,
rubric20-semantic,Q5,,Data File Size Availability,VOICE,v8,3,1,1,1,pass_fail,scored,
rubric20-semantic,Q6,,Dataset Identification Metadata,AI_READI,v7,1,1,1,1,pass_fail,scored,
rubric20-semantic,Q6,,Dataset Identification Metadata,AI_READI,v7,2,1,1,1,pass_fail,scored,
rubric20-semantic,Q6,,Dataset Identification Metadata,AI_READI,v7,3,1,1,1,pass_fail,scored,
rubric20-semantic,Q6,,Dataset Identification Metadata,AI_READI,v8,1,1,1,1,pass_fail,scored,
rubric20-semantic,Q6,,Dataset Identification Metadata,AI_READI,v8,2,1,1,1,pass_fail,scored,
rubric20-semantic,Q6,,Dataset Identification Metadata,AI_READI,v8,3,1,1,1,pass_fail,scored,
rubric20-semantic,Q6,,Dataset Identification Metadata,CHORUS,v7,1,1,1,1,pass_fail,scored,
rubric20-semantic,Q6,,Dataset Identification Metadata,CHORUS,v7,2,1,1,1,pass_fail,scored,
rubric20-semantic,Q6,,Dataset Identification Metadata,CHORUS,v7,3,1,1,1,pass_fail,scored,
rubric20-semantic,Q6,,Dataset Identification Metadata,CHORUS,v8,1,1,1,1,pass_fail,scored,
rubric20-semantic,Q6,,Dataset Identification Metadata,CHORUS,v8,2,1,1,1,pass_fail,scored,
rubric20-semantic,Q6,,Dataset Identification Metadata,CHORUS,v8,3,1,1,1,pass_fail,scored,
rubric20-semantic,Q6,,Dataset Identification Metadata,CM4AI,v7,1,1,1,1,pass_fail,scored,
rubric20-semantic,Q6,,Dataset Identification Metadata,CM4AI,v7,2,1,1,1,pass_fail,scored,
rubric20-semantic,Q6,,Dataset Identification Metadata,CM4AI,v7,3,1,1,1,pass_fail,scored,
rubric20-semantic,Q6,,Dataset Identification Metadata,CM4AI,v8,1,1,1,1,pass_fail,scored,
rubric20-semantic,Q6,,Dataset Identification Metadata,CM4AI,v8,2,1,1,1,pass_fail,scored,
rubric20-semantic,Q6,,Dataset Identification Metadata,CM4AI,v8,3,1,1,1,pass_fail,scored,
rubric20-semantic,Q6,,Dataset Identification Metadata,VOICE,v7,1,1,1,1,pass_fail,scored,
rubric20-semantic,Q6,,Dataset Identification Metadata,VOICE,v7,2,1,1,1,pass_fail,scored,
rubric20-semantic,Q6,,Dataset Identification Metadata,VOICE,v7,3,1,1,1,pass_fail,scored,
rubric20-semantic,Q6,,Dataset Identification Metadata,VOICE,v8,1,1,1,1,pass_fail,scored,
rubric20-semantic,Q6,,Dataset Identification Metadata,VOICE,v8,2,1,1,1,pass_fail,scored,
rubric20-semantic,Q6,,Dataset Identification Metadata,VOICE,v8,3,1,1,1,pass_fail,scored,
rubric20-semantic,Q7,,Funding and Acknowledgements Completeness,AI_READI,v7,1,1,5,5,numeric,scored,
rubric20-semantic,Q7,,Funding and Acknowledgements Completeness,AI_READI,v7,2,1,5,5,numeric,scored,
rubric20-semantic,Q7,,Funding and Acknowledgements Completeness,AI_READI,v7,3,1,5,5,numeric,scored,
rubric20-semantic,Q7,,Funding and Acknowledgements Completeness,AI_READI,v8,1,1,5,5,numeric,scored,
rubric20-semantic,Q7,,Funding and Acknowledgements Completeness,AI_READI,v8,2,1,5,5,numeric,scored,
rubric20-semantic,Q7,,Funding and Acknowledgements Completeness,AI_READI,v8,3,1,5,5,numeric,scored,
rubric20-semantic,Q7,,Funding and Acknowledgements Completeness,CHORUS,v7,1,1,5,5,numeric,scored,
rubric20-semantic,Q7,,Funding and Acknowledgements Completeness,CHORUS,v7,2,1,4,5,numeric,scored,
rubric20-semantic,Q7,,Funding and Acknowledgements Completeness,CHORUS,v7,3,1,5,5,numeric,scored,
rubric20-semantic,Q7,,Funding and Acknowledgements Completeness,CHORUS,v8,1,1,5,5,numeric,scored,
rubric20-semantic,Q7,,Funding and Acknowledgements Completeness,CHORUS,v8,2,1,5,5,numeric,scored,
rubric20-semantic,Q7,,Funding and Acknowledgements Completeness,CHORUS,v8,3,1,5,5,numeric,scored,
rubric20-semantic,Q7,,Funding and Acknowledgements Completeness,CM4AI,v7,1,1,5,5,numeric,scored,
rubric20-semantic,Q7,,Funding and Acknowledgements Completeness,CM4AI,v7,2,1,5,5,numeric,scored,
rubric20-semantic,Q7,,Funding and Acknowledgements Completeness,CM4AI,v7,3,1,4,5,numeric,scored,
rubric20-semantic,Q7,,Funding and Acknowledgements Completeness,CM4AI,v8,1,1,5,5,numeric,scored,
rubric20-semantic,Q7,,Funding and Acknowledgements Completeness,CM4AI,v8,2,1,5,5,numeric,scored,
rubric20-semantic,Q7,,Funding and Acknowledgements Completeness,CM4AI,v8,3,1,5,5,numeric,scored,
rubric20-semantic,Q7,,Funding and Acknowledgements Completeness,VOICE,v7,1,1,5,5,numeric,scored,
rubric20-semantic,Q7,,Funding and Acknowledgements Completeness,VOICE,v7,2,1,5,5,numeric,scored,
rubric20-semantic,Q7,,Funding and Acknowledgements Completeness,VOICE,v7,3,1,5,5,numeric,scored,
rubric20-semantic,Q7,,Funding and Acknowledgements Completeness,VOICE,v8,1,1,5,5,numeric,scored,
rubric20-semantic,Q7,,Funding and Acknowledgements Completeness,VOICE,v8,2,1,5,5,numeric,scored,
rubric20-semantic,Q7,,Funding and Acknowledgements Completeness,VOICE,v8,3,1,5,5,numeric,scored,
rubric20-semantic,Q8,,Ethical and Privacy Declarations,AI_READI,v7,1,1,4,5,numeric,scored,
rubric20-semantic,Q8,,Ethical and Privacy Declarations,AI_READI,v7,2,1,4,5,numeric,scored,
rubric20-semantic,Q8,,Ethical and Privacy Declarations,AI_READI,v7,3,1,5,5,numeric,scored,
rubric20-semantic,Q8,,Ethical and Privacy Declarations,AI_READI,v8,1,1,4,5,numeric,scored,
rubric20-semantic,Q8,,Ethical and Privacy Declarations,AI_READI,v8,2,1,4,5,numeric,scored,
rubric20-semantic,Q8,,Ethical and Privacy Declarations,AI_READI,v8,3,1,5,5,numeric,scored,
rubric20-semantic,Q8,,Ethical and Privacy Declarations,CHORUS,v7,1,1,3,5,numeric,scored,
rubric20-semantic,Q8,,Ethical and Privacy Declarations,CHORUS,v7,2,1,3,5,numeric,scored,
rubric20-semantic,Q8,,Ethical and Privacy Declarations,CHORUS,v7,3,1,3,5,numeric,scored,
rubric20-semantic,Q8,,Ethical and Privacy Declarations,CHORUS,v8,1,1,3,5,numeric,scored,
rubric20-semantic,Q8,,Ethical and Privacy Declarations,CHORUS,v8,2,1,3,5,numeric,scored,
rubric20-semantic,Q8,,Ethical and Privacy Declarations,CHORUS,v8,3,1,3,5,numeric,scored,
rubric20-semantic,Q8,,Ethical and Privacy Declarations,CM4AI,v7,1,1,4,5,numeric,scored,
rubric20-semantic,Q8,,Ethical and Privacy Declarations,CM4AI,v7,2,1,,5,numeric,not_applicable,
rubric20-semantic,Q8,,Ethical and Privacy Declarations,CM4AI,v7,3,1,4,5,numeric,scored,
