# Comprehensive SSSOM Mapping - ALL D4D Attributes
# Includes mapped, recommended, novel, free text, and unmapped attributes
# Date: 2026-04-09T10:17:24.818193
# Total attributes: 284
#
# Status breakdown:
#   free_text: 55
#   mapped: 63
#   novel_d4d: 45
#   recommended: 69
#   unmapped: 52
#
d4d_schema_path	subject_id	subject_label	predicate_id	rocrate_json_path	object_id	object_label	mapping_justification	confidence	comment	author_id	mapping_date	subject_source	object_source	mapping_set_id	mapping_set_version	mapping_status	d4d_description
Dataset.prohibition_reason	d4d:prohibition_reason	Prohibition Reason	skos:exactMatch	@graph[?@type='Dataset']['d4d:prohibition_reason']	d4d:prohibition_reason	prohibition_reason	semapv:ManualMappingCuration	1.0	Novel D4D concept - uses D4D namespace	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://w3id.org/bridge2ai/data-sheets-schema/	d4d-rocrate-comprehensive-v1	1.0	novel_d4d	One or more reasons why this use is prohibited (e.g., license restriction, ethical concern, privacy ...
Dataset.publisher	d4d:publisher	Publisher	skos:exactMatch	@graph[?@type='Dataset']['publisher']	schema:publisher	publisher	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped	The organization or entity responsible for making the resource available.
Dataset.purposes	d4d:purposes	Purposes	skos:closeMatch	@graph[?@type='Dataset']['rai:dataUseCases']	rai:dataUseCases	dataUseCases	semapv:ManualMappingCuration	0.9	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	http://mlcommons.org/croissant/RAI/	d4d-rocrate-comprehensive-v1	1.0	mapped	Purposes for which the dataset was created. List of Purpose objects from the Motivation module, each...
Dataset.quality_notes	d4d:quality_notes	Quality Notes	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	Notes about data quality, reliability, or known issues specific to this variable.
Dataset.quote_char	d4d:quote_char	Quote Char	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	"Character used for quoting fields (e.g., '""' for CSV)."
Dataset.raw_data_details	d4d:raw_data_details	Raw Data Details	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	Free-text description of raw data availability, access procedures, and any conditions or restriction...
Dataset.raw_data_format	d4d:raw_data_format	Raw Data Format	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	"One or more formats of the raw data before any preprocessing (e.g., CSV, DICOM, JSON).
"
Dataset.raw_data_sources	d4d:raw_data_sources	Raw Data Sources	skos:exactMatch	@graph[?@type='Dataset']['rai:dataCollectionRawData']	rai:dataCollectionRawData	dataCollectionRawData	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	http://mlcommons.org/croissant/RAI/	d4d-rocrate-comprehensive-v1	1.0	mapped	List of raw data sources before preprocessing. Each RawDataSource object describes where the origina...
Dataset.raw_sources	d4d:raw_sources	Raw Sources	skos:exactMatch	@graph[?@type='Dataset']['rai:dataCollectionRawData']	rai:dataCollectionRawData	dataCollectionRawData	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	http://mlcommons.org/croissant/RAI/	d4d-rocrate-comprehensive-v1	1.0	mapped	Raw, unprocessed source data before any preprocessing was applied. List of RawData objects from the ...
Dataset.recommended_mitigation	d4d:recommended_mitigation	Recommended Mitigation	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	"Recommended approaches for users to address this limitation.
"
Dataset.regulatory_compliance	d4d:regulatory_compliance	Regulatory Compliance	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	"What regulatory frameworks govern this human subjects research (e.g., 45 CFR 46, HIPAA)?
"
Dataset.regulatory_restrictions	d4d:regulatory_restrictions	Regulatory Restrictions	skos:exactMatch	@graph[?@type='Dataset']['d4d:regulatory_restrictions']	d4d:regulatory_restrictions	regulatory_restrictions	semapv:ManualMappingCuration	1.0	Novel D4D concept - uses D4D namespace	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://w3id.org/bridge2ai/data-sheets-schema/	d4d-rocrate-comprehensive-v1	1.0	novel_d4d	Regulatory and export control restrictions applicable to the dataset. ExportControlRegulatoryRestric...
Dataset.reidentification_risk	d4d:reidentification_risk	Reidentification Risk	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	"What is the assessed risk of re-identification? What measures were taken to minimize this risk?
"
Dataset.related_datasets	d4d:related_datasets	Related Datasets	skos:exactMatch	@graph[?@type='Dataset']['isRelatedTo']	schema:isRelatedTo	isRelatedTo	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped	Related datasets with typed relationships (e.g., supplements, derives from, is version of). Use Data...
Dataset.relationship_details	d4d:relationship_details	Relationship Details	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	Free-text description of how relationships between instances are represented (e.g., graph edges, rat...
Dataset.relationship_type	d4d:relationship_type	Relationship Type	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	The type of relationship (e.g., derives_from, supplements, is_version_of). Uses DatasetRelationshipT...
Dataset.relationships	d4d:relationships	Relationships	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	Explicit relationships between individual instances in the dataset. List of Relationships objects fr...
Dataset.release_dates	d4d:release_dates	Release Dates	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	"One or more dates or timeframes for dataset release, in ISO 8601 format (e.g., ""2024-03-15"") or as a..."
Dataset.repository_details	d4d:repository_details	Repository Details	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	Free-text description of the repository of known dataset uses, including how it is maintained and ho...
Dataset.repository_url	d4d:repository_url	Repository Url	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	URL to a repository of known dataset uses.
Dataset.representative_verification	d4d:representative_verification	Representative Verification	skos:closeMatch	@graph[?@type='Dataset']['date']	schema:date	date	semapv:SuggestedMapping	0.7	Recommended mapping (confidence: high)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	recommended	One or more explanations of how representativeness was validated or verified (e.g., statistical test...
Dataset.resources	d4d:resources	Resources	skos:relatedMatch	@graph[?@type='Dataset']['hasPart']	schema:hasPart	hasPart	semapv:ManualMappingCuration	0.7	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped	Sub-resources or component items. In DatasetCollection, contains Dataset objects. In Dataset, contai...
Dataset.response	d4d:response	Response	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	Short explanation describing the primary purpose of creating the dataset.
Dataset.restrictions	d4d:restrictions	Restrictions	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	One or more descriptions of restrictions or fees associated with accessing these external resources ...
Dataset.retention_details	d4d:retention_details	Retention Details	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	Free-text description of applicable retention limits, legal or ethical basis for those limits, and h...
Dataset.retention_limit	d4d:retention_limit	Retention Limit	skos:exactMatch	@graph[?@type='Dataset']['d4d:retention_limit']	d4d:retention_limit	retention_limit	semapv:ManualMappingCuration	1.0	Novel D4D concept - uses D4D namespace	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://w3id.org/bridge2ai/data-sheets-schema/	d4d-rocrate-comprehensive-v1	1.0	novel_d4d	Data retention policies and limits for the dataset. RetentionLimits object from the Maintenance modu...
Dataset.retention_period	d4d:retention_period	Retention Period	skos:exactMatch	@graph[?@type='Dataset']['d4d:retention_period']	d4d:retention_period	retention_period	semapv:ManualMappingCuration	1.0	Novel D4D concept - uses D4D namespace	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://w3id.org/bridge2ai/data-sheets-schema/	d4d-rocrate-comprehensive-v1	1.0	novel_d4d	Time period for data retention.
Dataset.review_details	d4d:review_details	Review Details	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	Free-text description of the ethical review process, board decisions, outcomes, and any supporting d...
Dataset.reviewing_organization	d4d:reviewing_organization	Reviewing Organization	skos:exactMatch	@graph[?@type='Dataset']['d4d:reviewing_organization']	d4d:reviewing_organization	reviewing_organization	semapv:ManualMappingCuration	1.0	Novel D4D concept - uses D4D namespace	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://w3id.org/bridge2ai/data-sheets-schema/	d4d-rocrate-comprehensive-v1	1.0	novel_d4d	Organization that conducted the ethical review (e.g., Institutional Review Board, Ethics Committee, ...
Dataset.revocation_details	d4d:revocation_details	Revocation Details	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	Free-text description of the mechanism provided for individuals to revoke consent (e.g., opt-out por...
Dataset.role	d4d:role	Role	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	Role of the data collector (e.g., researcher, crowdworker).
Dataset.sampling_strategies	d4d:sampling_strategies	Sampling Strategies	skos:exactMatch	@graph[?@type='Dataset']['d4d:sampling_strategies']	d4d:sampling_strategies	sampling_strategies	semapv:ManualMappingCuration	1.0	Novel D4D concept - uses D4D namespace	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://w3id.org/bridge2ai/data-sheets-schema/	d4d-rocrate-comprehensive-v1	1.0	novel_d4d	Strategies used to select data instances from a larger population. List of SamplingStrategy objects ...
Dataset.scope_impact	d4d:scope_impact	Scope Impact	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	"How this limitation affects the scope or applicability of the dataset.
"
Dataset.sensitive_elements	d4d:sensitive_elements	Sensitive Elements	skos:closeMatch	@graph[?@type='Dataset']['rai:personalSensitiveInformation']	rai:personalSensitiveInformation	personalSensitiveInformation	semapv:ManualMappingCuration	0.9	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	http://mlcommons.org/croissant/RAI/	d4d-rocrate-comprehensive-v1	1.0	mapped	Sensitive data elements requiring special handling or access controls. List of SensitiveElement obje...
Dataset.sensitive_elements_present	d4d:sensitive_elements_present	Sensitive Elements Present	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	Indicates whether sensitive data elements are present.
Dataset.sensitivity_details	d4d:sensitivity_details	Sensitivity Details	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	"Details on sensitive data elements present and handling procedures.
"
Dataset.sha256	d4d:sha256	Sha256	skos:exactMatch	@graph[?@type='Dataset']['evi:sha256']	evi:sha256	sha256	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://w3id.org/EVI#	d4d-rocrate-comprehensive-v1	1.0	mapped	SHA-256 hash value of the data (256-bit cryptographic hash, recommended).
Dataset.source_data	d4d:source_data	Source Data	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	"One or more descriptions of the larger sets from which the sample was drawn, if applicable.
"
Dataset.source_description	d4d:source_description	Source Description	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	Detailed description of where raw data comes from (e.g., sensors, databases, web APIs, manual collec...
Dataset.source_type	d4d:source_type	Source Type	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	"One or more types of raw source (e.g., sensor, database, user input, web scraping).
"
Dataset.special_populations	d4d:special_populations	Special Populations	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	Does the research involve any special populations that require additional protections (e.g., minors,...
Dataset.special_protections	d4d:special_protections	Special Protections	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	What additional protections were implemented for at-risk populations? Include safeguards, modified p...
Dataset.split_details	d4d:split_details	Split Details	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	Free-text description of the recommended data splits (e.g., 80/10/10 train/ validation/test), how th...
Dataset.splits	d4d:splits	Splits	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	Recommended data splits for this dataset. List of Splits objects from the Composition module describ...
Dataset.start_date	d4d:start_date	Start Date	skos:closeMatch	@graph[?@type='Dataset']['date']	schema:date	date	semapv:SuggestedMapping	0.7	Recommended mapping (confidence: high)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	recommended	Start date of data collection.
Dataset.status	d4d:status	Status	skos:exactMatch	@graph[?@type='Dataset']['creativeWorkStatus']	schema:creativeWorkStatus	creativeWorkStatus	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped	The status of the resource (e.g., draft, published, deprecated).
Dataset.strategies	d4d:strategies	Strategies	skos:exactMatch	@graph[?@type='Dataset']['d4d:strategies']	d4d:strategies	strategies	semapv:ManualMappingCuration	1.0	Novel D4D concept - uses D4D namespace	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://w3id.org/bridge2ai/data-sheets-schema/	d4d-rocrate-comprehensive-v1	1.0	novel_d4d	One or more sampling strategies used (e.g., deterministic, simple random, stratified, cluster, syste...
Dataset.subpopulation_elements_present	d4d:subpopulation_elements_present	Subpopulation Elements Present	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	Indicates whether any subpopulations are explicitly identified.
Dataset.subpopulations	d4d:subpopulations	Subpopulations	skos:relatedMatch	@graph[?@type='Dataset']['variableMeasured']	schema:variableMeasured	variableMeasured	semapv:ManualMappingCuration	0.7	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped	Subpopulations represented within the dataset. List of Subpopulation objects from the Composition mo...
Dataset.subsets	d4d:subsets	Subsets	skos:relatedMatch	@graph[?@type='Dataset']['hasPart']	schema:hasPart	hasPart	semapv:ManualMappingCuration	0.7	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped	Subsets or splits of this dataset. List of DataSubset objects from the Composition module, each repr...
Dataset.target_dataset	d4d:target_dataset	Target Dataset	skos:closeMatch	@graph[?@type='Dataset']['identifier']	schema:identifier	identifier	semapv:SuggestedMapping	0.7	Recommended mapping (confidence: high)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	recommended	The dataset that this relationship points to. Can be specified by identifier, URL, or Dataset object...
Dataset.task_details	d4d:task_details	Task Details	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	Free-text description of other potential tasks the dataset could support, including any prerequisite...
Dataset.tasks	d4d:tasks	Tasks	skos:exactMatch	@graph[?@type='Dataset']['rai:dataUseCases']	rai:dataUseCases	dataUseCases	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	http://mlcommons.org/croissant/RAI/	d4d-rocrate-comprehensive-v1	1.0	mapped	Tasks the dataset is intended to support. List of Task objects from the Motivation module describing...
Dataset.third_party_sharing	d4d:third_party_sharing	Third Party Sharing	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	Third-party distribution policies for the dataset. List of ThirdPartySharing objects from the Distri...
Dataset.timeframe_details	d4d:timeframe_details	Timeframe Details	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	Free-text description of the data collection period and whether this timeframe matches the creation ...
Dataset.title	d4d:title	Title	skos:exactMatch	@graph[?@type='Dataset']['name']	schema:name	name	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped	The official title of the element.
Dataset.tool_accuracy	d4d:tool_accuracy	Tool Accuracy	skos:closeMatch	@graph[?@type='Dataset']['name']	schema:name	name	semapv:SuggestedMapping	0.7	Recommended mapping (confidence: high)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	recommended	One or more known accuracy or performance metrics for the automated tools (if available). Include me...
Dataset.tool_descriptions	d4d:tool_descriptions	Tool Descriptions	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	Descriptions of what each tool does in the annotation process and what types of annotations it produ...
Dataset.tools	d4d:tools	Tools	skos:closeMatch	@graph[?@type='Dataset']['name']	schema:name	name	semapv:SuggestedMapping	0.7	Recommended mapping (confidence: high)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	recommended	"List of automated annotation tools with their versions. Format each entry as ""ToolName version"" (e.g..."
Dataset.total_bytes	d4d:total_bytes	Total Bytes	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	Total size of all files in this collection, in bytes (integer). Maps to dcat:byteSize.
Dataset.total_file_count	d4d:total_file_count	Total File Count	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	Total number of files across all file collections in this dataset. Can be aggregated from file_colle...
Dataset.total_size_bytes	d4d:total_size_bytes	Total Size Bytes	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	Total size of all files in bytes across all file collections. Can be aggregated from file_collection...
Dataset.unit	d4d:unit	Unit	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	The unit of measurement for the variable, preferably using QUDT units (http://qudt.org/vocab/unit/)....
Dataset.update_details	d4d:update_details	Update Details	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	Free-text description of planned update types (e.g., corrections, additions, deletions), responsible...
Dataset.updates	d4d:updates	Updates	skos:exactMatch	@graph[?@type='Dataset']['rai:dataReleaseMaintenancePlan']	rai:dataReleaseMaintenancePlan	dataReleaseMaintenancePlan	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	http://mlcommons.org/croissant/RAI/	d4d-rocrate-comprehensive-v1	1.0	mapped	Plans for future updates or versioning of the dataset. UpdatePlan object from the Maintenance module...
Dataset.url	d4d:url	Url	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	URL where the software can be found (e.g., homepage, repository, or documentation).
Dataset.usage_notes	d4d:usage_notes	Usage Notes	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	A note or caveat about using the dataset for its intended purposes.
Dataset.use_category	d4d:use_category	Use Category	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	One or more categories of intended use (e.g., research, clinical, educational, commercial, policy).
